id,name,sex
126765,Vong Lu Veng,M
34955,Andrea Mara Ferris Quintero,F
105396,Mitsuko Satake,F
56488,"Eduard ""Edi"" Kainberger",M
12929,"David Benjamin ""Dave"" Bolen",M
120489,Segun Moses Toriola,M
132358,"Janice-Lee ""Jan"" York-Romary",F
80761,Inga Mller (-Ehrig-Holzapfel),F
54921,John Christen Johansen,M
48319,Eduardo Higareda Usi,M
57443,Stefan Bjrn Ingvar Karlsson,M
19262,"Matthew ""Matt"" Celotti",M
53354,Herbert Brotherson Jamison,M
131158,Alois Wutte,M
26720,Frank de Wit,M
20185,Chen Lin,F
27867,Stjepan Deveri,M
94383,William Edwin Pimm,M
42222,Margherita Granbassi,F
96034,Louis Poupon,M
126095,Lo Virieux Rocco,M
88502,Wodzimierz Zdzisaw Olszewski,M
111658,Howard Everett Smith,M
7557,Heather Bansley,F
114519,"William George Alexander ""Jock"" Stewart",M
114985,Gennady Nikolayevich Strakhov,M
38405,Aurelio Garca Oliver,M
53618,Frits Janssens,M
13623,Oleksandr Stepanovych Bortiuk,M
2153,Abdulaziz Al-Shatti,M
131665,Yan Meizhu,F
118373,Kurt Teigl,M
105983,Michael Schffer,M
37945,Divina Mary Galica,F
51112,"Timothy Hilton ""Tim"" Hutchings",M
119615,Viorica Sndica igu,F
42876,Carl Gripenstedt,M
89606,Mohamed Ould Brahim,M
80683,Willem Hendrik Molijn,M
125807,Merle Viirmaa,F
68917,Murielle Leyssieux,F
101950,Douglas Rosado,M
57524,Kateryna Yevhenivna Karsak,F
80104,Kunihiro Miura,M
114561,Tom Stiansen,M
52489,Moisei Abramovych Itkis,M
103219,Linda Maree Ryan,F
99611,Reginald William Revans,M
31728,Brje Nils Hilding Ekedahl,M
21183,Joss Christensen,M
71105,Frithjof Hunter Lorentzen,M
95171,Nataliya Olehivna Pohrebniak,F
54253,"Steven Alan ""Steve"" Jensen",M
111087,Vibeke Westbye Skofterud,F
7861,Dean Raymond Barker,M
82209,Alfred mile Moussambani,M
3824,"Gerard Rupert Lawrence ""Laurie"" Anderson",M
46576,Frank Benjamin Havens,M
30693,C. Thirugnan Durai,M
14756,Omar Bravo Tordecillas,M
85108,Heather Newsham,F
111280,Kate Elizabeth Slatter (-Allen),F
24574,Manuel Malta da Costa,M
53981,Patrick S. Jeffrey,M
127191,Eckart Johannes Wagner,M
118750,Jean Georges Marie Teulre,M
3006,"Daniel ""Dan"" Alon",M
35205,Stanislav Gennadyevich Filimonov,M
92836,Juan Carlos Prez Gacha,M
121360,Carolyn Trono,F
54569,Jia Dandan,F
40261,"Catherine Marie Blanche ""Katie"" Gillou (-Fenwick)",F
86703,Vclav Nov,M
100160,Georg Riedlsperger,M
104759,Annemarie Sanders-Keijzer,F
76121,Haruko Matsuda,F
63474,Dimitar Krastanov,M
35745,John Rafael Flinkenberg,M
74647,Ricardo Marn Marn,M
53958,Dorota Jdrusiska (Dydo-),F
96318,Juan de Dios Prendes Campoalegre,M
65488,Andry Laffita Hernndez,M
70727,Bryan Nickson Lomas,M
2445,"Josip ""Jozo"" Alebi",M
32420,Kirsten Emmelmann (Siemon-),F
51629,Danilo Ikodinovi,M
89977,Arcadio Padilla Romero,M
96429,"Cornelis Johannes ""Cees"" Priem",M
69828,Johan Abraham Knut Lindqvist,M
125161,Even Johannesen Vengshoel,M
128015,Ivn (Istvn) Wardener,M
48801,Ho Yun-Hang,M
20032,Radhouane Chebbi,M
71543,"Rudolfus Josefus Maria ""Rudie"" Lubbers",M
28306,Hicham Diddou,M
94588,Juan Daniel Pirn,M
102552,Roman Rozna,M
40368,Pascual Jos Antonio Giorgio,M
101044,Sally Rodd,F
49440,Karl Hltl,M
27049,Fabio Del Genovese,M
128200,"Wilfrid ""Wilf"" Waters",M
69681,"Sigfrid Oskar ""Sigge"" Lindberg",M
92012,Cheryl Anne Peasley (-Collins),F
24279,Erich Cuntz,M
4516,Eduard Antoch,M
33522,Tiui Faamaoni,M
109125,Tewodros Shiferaw,M
95658,Mariya Vladimirovna Popova,F
43064,Ciril Grossklaus,M
10936,Nadiya Oleksandrivna Beshevli,F
64821,Aleksandr Nikolayevich Kurlovich,M
121768,Lyubov Tsyoma (Kiryukina-),F
101355,"Adolphus Worrell Roffe, Sr.",M
77110,R. McGaw,M
11840,Antonella Luigina Bizioli,F
63420,Mahoula Kramou,F
63586,ukasz Krawczuk,M
71928,Evert Viktor Lundquist,M
38996,Benot Gauthier,M
48701,Clive A. M. Hitch,M
114548,William Allen Stewart,M
126535,Gennady Georgiyevich Volnov,M
80720,Caroline Incio Molinari,F
66349,Marie Victor Xavier Lardanchet,M
113758,Charlotte Stapenhorst,F
39530,Denis Geppert,M
7369,Eduardo Baltar,M
56980,Yasumitsu Kanehama,M
65816,Georges Jacques Lambert,M
41026,David Moss Goldsmith,M
123780,Johannes Albertinus van der Vegte,M
92718,Stjepan Perestegi,M
69506,"Leong Keat ""Kevin"" Lim",M
94247,Jerzy Pietrzyk,M
84682,Vladimir Nekora,M
19604,Jos Antonio Chamot,M
28009,Penlope di Lella,F
49057,Rainer Hft,M
58435,Jrg Kempenich,M
95520,Boonsak Ponsana,M
43093,Lionel Adolphe Groulx,M
120935,Jzef Tracz,M
72437,Patrick Maccari,M
14539,Michael Brake,M
122000,George Howard Turbyfill,M
51326,Angelo Iannuzzelli,M
31948,Mahmoud El-Kalboussi,M
3043,Arsad Alpad,M
7428,Guitry Bananier,M
60698,Sren Kjeldsen,M
6730,Bayu Baev,M
112130,Elijah Sogomo,M
116727,Juliana Szalonna (-Simon),F
101347,Niklas Roest,M
112803,"Franois Jacques ""Francesc"" Souli",M
65515,Anne-Chatrine Lafrenz (-Rhlow),F
115946,Sung Tsong-Wei,M
33977,Gustavo Alberto Faris,M
127127,Roland Peter Waddington,M
65015,Rastislav Kuel,M
95764,Charles Michael Porter,M
18002,Maurice Caplain,M
53585,"Leonardus Eustachius ""Leen"" Jansen",M
75119,Bernard Martin,M
44952,Helger Hallik,M
41102,Yury Golubev,M
78,Carlos Abarca Gonzlez,M
40255,John Ernest Gillman,M
30228,Boris Yakovlevich Dubrovsky,M
42297,"D. N. Joseph ""Joe"" Grant",M
44304,Andrs Han,M
94200,Emilio Piersantelli,M
124675,Aldenay Vasallo Machado,F
23937,Herbert Crowther,M
87319,"elimir ""eljko"" Obradovi",M
115658,Vladimir Georgiyevich Sukharev,M
99292,Ole Imerslun Reistad,M
6551,Todor G. Bachvarov,M
57982,Shunichi Kawano,M
127750,Wang Guan,M
104394,Isabelle Sambou,F
24424,Adam Cwalina,M
61846,Fernand Kolbeck,M
7044,Trine Bakke-Rognmo,F
76605,"Job Mayo, Jr.",M
113049,Katharina Sparer,F
15324,Barry Brooker,M
132781,Yushan Nijiati,M
65473,Mark Ladwig,M
15275,Enrique Brol Cardenas,M
124716,Eleni Vasileiou,F
72074,Liene Lutere,F
132851,Oldich Zbrodsk,M
133113,Ernesto Andrs Zamora,M
4078,Alessandro Andrei,M
17861,Romano Caneva,M
42438,Damien David Greaves,M
105920,Egbert Rubertus Deck Schaap,M
65431,Alphonse Albert LaCroix,M
76869,Melanie Jayne McCann,F
20902,Choe Jong-Sop,M
79473,"James George ""Jim"" Miller",M
21891,Andrew Clayton,M
107962,Gabriel Gustave Clment Nol Roch Semp,M
116318,Karl-Johan Svensson (Sarland),M
14579,Glen Jenson Brand,M
40225,Maurice Gillen,M
42242,Johan Carl Vincens Wilhelm Grandjean,M
130171,Amy Alexandra Wilson-Hardy,F
119597,"Eduard Herbert ""Eddy"" Tiel",M
81925,Pascal Morvillers,M
82234,Maurice Moutat,M
119380,Patrick Thoresen,M
201,Ahmed Abdel Naeim,M
35800,Doroteo Guamuch Flores,M
123145,Mukhran Vakht'angadze,M
92430,Anacleto Jos Mara Pea Salegui,M
38317,Gao Xuefeng,M
31160,Martin Eberle,M
28846,Alessandro D'Ottavio,M
23554,Paolo Alfredo Cozzi,M
107758,Rachidatou Seini Maikido,F
46060,Joan Cynthia Harrison (-Breetzke),F
122625,Mami Umeki,F
108939,Shen Keqin,M
10572,Klaas Berkeley,M
93582,Dimitar Petrov,M
83682,Mohamed Hamed Naguib,M
123088,Jorge Dario Vago,M
111963,Katelin Snyder (-Guregian),F
11802,Anna Bitiyeva,F
105323,Jennet Saryewa,F
77746,Ram Mehar,M
25776,Doris de Agostini (-Rossetti),F
64690,Marco Maarten Christiaan Kunz,M
73343,Bartosz Majewski,M
124443,Bora Vang,M
78547,Franois Mersch,M
12144,Robert Blaschka,M
120760,Larbi Touati,M
17882,Fabio Cannavaro,M
42507,"Nicholas David ""Nick"" Green",M
127179,Adolf Wagner,M
85452,Nieh Pin-Chieh,F
56266,Giorgi K'andelak'i,M
108560,Esther Shakhamorov-Rot,F
133532,Heidi Zeller-Bhler,F
3111,Dorin Alupei,M
21685,Reita Ethel Clanton,F
25687,Oleg Anatolyevich Davydov,M
109262,Mohammad Shir,M
109322,Olena Shkhumova,F
118233,Isabel Taylor Rodrguez,F
65701,Jean-Paul Lakafia,M
46735,"Wallace Henry ""Wally"" Hayward",M
84061,Dino Nardin,M
18953,Gail L. Castro (Wolze-),F
125953,Csar Andrs Villarraga Aldaa,M
69136,Li Xiaoming,M
10504,Ignacio Ricardo Bergner,M
110233,Ann Simons,F
2813,Horacio Allegue Lamas,M
85089,Steven Newkirk,M
17076,Francisco Caballer Saleras,M
33897,Franco Fanti,M
49666,Robert Percy Hooper,M
53471,Jang Yun-Ho,M
31929,Mona Mahmud El-Hawary,F
48834,Alan Hobkirk,M
103622,Benno Saelens,M
108303,"Stephen Joseph ""Steve"" Sertich",M
36309,Mabel Fossler,F
157,Reem Wa'il Abdalazem Abdalazem El-Bossaty,F
58885,Metodi Khalvadzhiski,M
117860,Sheila Christine Taormina,F
7571,Ivan Mykolaiyovych Banzeruk,M
16988,Mikhail Ivanovich Bychkov,M
29404,Toy Joan Dorgan (-Martin),F
57104,Constantino Kapambwe,M
31880,Khaled El-Farej,M
29970,Josip Drmi,M
68251,Richard Alexander Leman,M
1298,Gurn Fema gstsdttir,F
103163,Hans Martin Ruwoldt (Meier-),M
55523,Richard Jones,M
39030,"Nikoletta ""Niki"" Gavera",F
68851,Craig Edward Lewis,M
112763,Oussama Al-Souaidy,M
39885,Mohammed Ghermati,M
120070,Kaarlo Kalervo Toivonen,M
61555,Kazuoki Kodama,M
597,Nagmeldin Ali Abubakr,M
79191,Kosmas Mikhalopoulos,M
48489,Khalil Amin Hilmi,M
20998,Choi Seong-Guk,M
87030,Jnos Istvan Nyisztor,M
47619,Sjef Hensgens,M
40558,"Harrison Smith ""Harry"" Glancy",M
101114,Abclvio Rodrigues,M
99640,Henri Rey,M
20613,Anna Vladimirovna Chicherova,F
38963,Christian Gaudin,M
38580,Roberto Garca Garca,M
125341,Andr Paul Joseph Verhalle,M
133813,Zhang Yali,F
128740,Wilhelm Piotr Weistand,M
25920,Jasper De Buyst,M
57329,Houshang Kargarnejad,M
391,Irene Abel,F
115697,Hafz Sleymanolu,M
134562,Vladimir Anatolyevich Zubkov,M
91816,Uro Pavlovi,M
134608,Steffen Zhlke,M
14808,Annelies Bredael,F
119716,Ulf-Bla Timmermann,M
13351,Arijana Boras,F
27080,Matas Andrs del Solar Goldsmith,M
61081,Carolina Evelyn Klft,F
73162,Kabil Mahmoud,M
32837,Ingvald Eriksen,M
79398,Marcos Antonio Milinkovic,M
131423,Chogoro Yahata,M
55879,Regina Joyce (-Bonney),F
40817,Arthur J. Goddard,M
122272,Pavlo Yuriyovych Tymoshchenko,M
6667,Bassirou Badji,M
22791,Julie A. Cook,F
116105,"Lionel David ""Leonel"" Sutton",M
22412,"Stefanie Lyn ""Stef"" Collins",F
14416,Wilhelmus Theodorus Braams,M
22149,Acio Morrot Coelho,M
83718,Sndor Nagy,M
81360,"Pedro Pablo Morales, Jr.",M
10997,Guillermo Betancourt Scull,M
38011,Miriam Gallardo,F
29145,Harry Dombeeck,M
32359,Elgin Tulop Elvais,M
44624,Timo Aulis Hagman,M
45089,Abdel Salam Hamdy,M
64535,Anders Boo Georg Kullberg,M
98101,Fernando Ramrez,M
1113,Francilla Agar (-Schofield),F
120697,Lucien Tostain,M
77309,"Elisabeth ""Betty"" McKilligan",F
120372,Carlo Toniatti,M
128424,Rudolf Weber,M
14999,Massimo Briaschi,M
96339,Kerstin Marie-Luise Preler,F
47036,Fabian Heidegger,M
62853,Lyudmila Kostyukevich,F
66599,Anatoly Vladimirovich Laryukov,M
112325,Gennady Solodov,M
114946,Ivan Stoychev,M
51359,Ekene Chukwu Brian Ibekwe,M
7208,E. Gladys Baldwin Lopez (-de Seminario-) ,F
60589,Karl Kistner,M
3995,Antonio Ando,M
46879,Kamel Hebri,M
20633,Chien Yu-Hsiu,M
55490,LaVerne Janet Jones-Ferrette,F
56740,Sndor Kal,M
64811,Maria Kurjo,F
61019,John Julius Klintberg,M
84690,Wenda Nel (Theron-),F
37080,Sandra Friedli (-Jni),F
94000,Phyo Yong-Myong,F
16737,Yelena Nikolayevna Burukhina,F
103648,Alena afov,F
38350,Juan Carlos (Jnos-) Garay Barcel,M
42662,Wayne Douglas Gretzky,M
79264,David Miklavi,M
126827,Anela Voronova,F
71235,Lou Yaping,F
105497,Norbert Sattler,M
112114,Denise Soesilo,F
6601,Kevin Ashley Bacon,M
86323,Dimitrij Nonin,M
64457,Emil Kukko (-Skarra),M
93943,Glenda May Phillips (-Adams),F
93794,Paola Pezzo,F
48426,"James Enoch ""Jim"" Hill",M
42513,Steve Green,M
87505,Alex Odhiambo,M
133277,Vasilios Zarkadis,M
48273,"Thomas A. ""Tom"" Hicks",M
27519,Denis,M
44375,Gary Haberl,M
127214,"Raymond ""Remy"" Wagner",M
72078,Hrafnhildur Luthersdttir,F
34443,Cristiano Silva Felcio,M
75414,Rosalio Martnez,M
91029,Park Jeong-Jin,M
84669,Gary Malcolm Neiwand,M
67244,Francisco Leal Trujillo,M
77369,Gavin William McLean,M
67081,"Spyridon ""Spyros"" Lazaros",M
39744,Amaka Gessler,F
114909,"Robert H. ""Bob"" Stout",M
51407,Dada brahimov,M
113924,Ashley Steacy,F
119055,Alassane Thioub,M
13063,"Spyridon ""Spyros"" Bonas",M
125135,Simone Catharina Maria Velzeboer,F
15870,Vira Volodymyrivna Bryndzei,F
107524,Lszl Sebk,M
62733,Dieter Maximilian Koslar,M
122607,Bagautdin Mustafayevich Umakhanov,M
17899,Rodolfo Cano,M
79251,Meaghan Mikkelson,F
79268,Edit Mikls,F
7620,Roy Felipe Barahona Fuentes,M
12439,Philippe Bobin,M
21082,Mavzuna Chorieva,F
47905,Moiss Daniel Hernndez Encarnacin,M
102321,"Benjamin ""Ben"" Rothwell, Jr.",M
40220,Christian Gille,M
37090,Jrg Friedrich,M
9665,Marc Bellin du Coteau,M
45904,Shaimaa Haridy Khalaf,F
44276,Ha Dabateer,M
7096,Jan Balachowski,M
74175,Sami Ibrahim Mansour,M
4289,Anna I. Angelova (-Atanassov),F
34845,Giancarlo Ferrari,M
66827,Jens Peter Martinus Laursen,M
61922,Mikls Kollr,M
79914,Hryhoriy Anatoliyovych Misiutin,M
39298,Jzsef Gelei,M
75322,Imelda Martnez Gmez,F
23046,Francis Cornet,M
60046,Kim Woon-Sung,M
90280,Inna Paliyenko,F
96950,ngel Ramiro Pulgar Araujo,M
100216,Tmas Riether Scholtesen,M
30891,Aleksander urenski,M
113594,Andrzej Stalmach,M
56722,Jnos Kalmr,M
69796,Bo Sigfrid Gabriel Lindman,M
87249,Daniel Oberkofler,M
104528,Bernardo San Juan,M
130361,Francesco Wirz,M
69322,Anders Lie Nielsen,M
94285,Jarno Pellervo Pihlava,M
122230,Marek Twardowski,M
21258,Berit stergaard Christoffersen,F
61490,Thomas Koch,M
90356,Lillian Emily Palmer (-Alderson),F
69919,Corinna Margarete Lingnau (-Bremer),F
36774,Teresa Frassinetti,F
41156,Ana Sofa Gmez Porras,F
114943,Neli Stoyanova,F
133257,"Otakar ""Ota"" Zaremba",M
48778,Milan Hnilika,M
117503,Tam Kai Chuen,M
100123,Claudia Riechsteiner,F
131595,Mio Yamanaka,F
64168,Eldar-Luk'a K'urt'anidze,M
79252,Tim Mikkelson,M
126930,Ji Vrdlovec,M
32842,Johannes Thorvald Eriksen,M
88162,"Wesley Marion Oler, Jr.",M
107302,Ludwig Schweickert,M
10442,Tjeertje Bergers-Duif,F
46492,Karlene V. Haughton,F
32902,Sven Ivan Eriksson (-Selnger),M
76514,Karl-Maria May,M
93013,Marie-Louise Perrenoud,F
80512,Asgari Mohammadian,M
12565,Simon Bodenmann,M
118949,Jrgen Wolfgang Theuerkauff,M
75364,Lzaro Martnez Despaigne,M
84018,Brigitte Nansoz,F
9750,Lyudmila Yevgenevna Belousova (-Protopopova),F
122119,"Timothy ""Tim"" Turner",M
134248,Kathrin Zimmermann,F
62042,Konstantinos Komninos-Miliotis,M
110103,Gil Simkovitch,M
43632,Liliana Eugenia Guiscardo,F
90658,Aleksandr Eduardovich Panzhinsky,M
69636,Bjrn Johan Lind,M
91287,"Alexander Lee ""Alex"" Parsonage",M
80587,Jos Moirt,M
69965,Fernand Joseph Linssen,M
66130,Kai Langerfeld,M
44428,Marcel Hacker,M
112704,Ion Ster,M
98356,Walter Rantasa,M
77533,Kimberley McRae,F
127169,Elfriede Wger,F
104859,Donald Eugene Sanford,M
105461,Tetsuo Sato,M
82838,Agustn G. Muiz Sellanes,M
132262,Jukka Petteri Ylipulli,M
70848,Stig Johan Lnnqvist,M
125585,Patrick Lucien Vial,M
109383,Mariya Sergeyevna Shorets,F
118078,Nicolaas Tates,M
81455,Patrick Moreau,M
41233,milie Gomis,F
48521,Emma Hindle,F
42509,Peter Valentine Green,M
121919,Tmen-lziin Mnkhbayar,M
54289,Jeon Hae-Seop,M
131277,Xie Limei,F
79320,Silvestro Milani,M
97486,Edmondo Rabanser,M
52000,Heinz Inniger,M
75949,Josef Matjek,M
111904,Snake Eater,M
118195,"William Nourse ""Billy"" Taylor",M
133747,Zhang Nan,M
89559,Mahdi Ouatine,M
23713,Claude Crtier,M
104299,Petter Salsten,M
104946,Piyathip Sansaniyakulvilai,F
80242,Ivaylo Petkov Mladenov,M
88012,Hannu Tapani Oksanen,M
97918,"Mailvaganam ""Mary"" Rajamani",F
118296,Kenza Tazi,F
130038,Aje Wilson,F
79270,Magdalena Miklo (-Ilye),F
134033,Zhou Tianhua,F
1734,Alyona Aksyonova,F
49219,"Stephen Roy ""Steve"" Holland",M
35872,Bror Edvin Flygare,M
101965,Penelope Rosrio,F
89124,Genevieve Orton,F
123179,Fulvio Valbusa,M
56891,Anna-Karin Simone Kammerling,F
97287,"William Francis Patterson ""Bill"" Quash",M
75469,Edward Martins,M
62491,Wesley Kipchumba Korir,M
40723,Rafa Gaewski,M
38406,Begoa Garca Piero,F
112553,"Bernardus Jacobus Maria ""Ben"" Sonnemans",M
118642,Indira Terrero Letuce,F
130177,"Gregory ""Greg"" Wiltjer",M
99254,Tepa Aki Ilari Reinikainen,M
113531,Ryszard Tadeusz Stadniuk,M
18140,Bertrand Cardis,M
75485,Nelia Martins,F
100141,Josl Rieder,M
14380,Louis Joanns Bozon,M
47076,Kalle Heikkinen,M
109865,"Michael Barnwell ""Mike"" Silliman",M
11066,"Catharina Johanna ""Toos"" Beumer (-Krediet)",F
24197,Larry Dan E. Cullen,M
43526,Christian Gugler,M
87008,Anja Nyffeler,F
129865,Glenn David Williams,M
79879,Hiromi Misaki,F
83014,Ross Murdoch,M
89500,Suzanne Otterson,F
109442,Shu Siyao,F
131376,Vasilios Xydas,M
64791,Ivan Kuret,M
72601,Mihalina Stanisawa Maciuszek,F
99618,Colette Revenu,F
43383,Niklas Lars Roger Gudmundsson,M
77959,Oskars Melbrdis,M
65635,Lai Chu-En,M
87101,O Chong-Chol,M
119330,Earl Foster Thomson,M
23430,DeMarcus Amir Cousins,M
23317,James Cotterell,M
91092,Park Seong-Tae,M
5185,Jean Baptiste Pierre Arn,M
69865,Hans Eric Anders Lindsj,M
99382,Ren Ye,F
20524,Christian Chevalier,M
37815,Didier Gailhaguet,M
129009,Wolfgang Wesemann,M
78379,Ral Ebers Mera Pozzi,M
123114,Henritte Vaillant,F
2611,Clint Alfino,M
80486,Hassan Mustafa Mohamed,M
119371,Thomas Anders Marcus Thorn (-Murray),M
18948,Dionsio da Silva Castro,M
71878,Eugen Peder Pedersen Lunde,M
119537,Sanun Tiamsert,M
66265,Miroslav Lap,M
14353,Hasan Bozbey,M
17567,Alexandra Camencic,F
56974,Mark Kane,M
125772,Eric Vigeanel,M
23019,Giancarlo Cornaggia-Medici Peterbelli,M
86626,Boncho Novakov,M
18983,Antonio Casuar,M
39540,"George Pierce ""Gerry"" Geran",M
73444,Taoufik Makhloufi,M
21819,Stephen Clarke,M
7637,Aivaras Baranauskas,M
1129,Komi-Mawussi Agbetoglo,M
7477,Bang Jin-Hyeok,F
2039,Abdul Al-Matrouk,M
74840,Mourad Marofit,M
81058,Marco Montelatici,M
61051,Oranut Klomdee,F
96823,Pu Qifeng,M
129936,Sherline Oneta Williams,F
117703,Mariana Tnas-Fricioiu,F
4215,Alona Anatolivna Andruk,F
49452,Radoslav Holbek,M
52237,Vladimir Nikolayevich Isachenko,M
100387,Jorma Tapani Antero Rinne,M
62847,Ute Kostrzewa (-Meyer),F
28027,Adrian Di Piazza,M
4826,Dimitrios Araouzos,M
48184,Gordon Davison Hewit,M
103369,Andr Rezende S,M
112162,Aleksandr Viktorovich Sokolov,M
130963,Ian Andrew Wright,M
69153,Li Xueying,F
50958,"Samuel ""Sam"" Hurdsfield",M
118767,Teklit Teweldebrhan,M
69662,Anna Ulrika Lindberg (-Sten),F
64704,Yvonne Kunze,F
28445,Yusuf Dike,M
35516,Emma lisabeth Fitting (-Ramel),F
32650,David Entwistle,M
87719,Jackson Fred Ogwang,M
104298,Jrgen Salsten,M
79256,Reijo Kalevi Mikkolainen,M
86988,Mats Fredrik Nyberg,M
132377,Ryoichi Yoshida,M
9316,Manfred Beer,M
688,Assumpta Achuo-Bei,F
79362,Dorota Maria Miler (-Anio),F
84659,"Anton ""Toni"" Neininger",M
104565,ngel Vladimir Snchez Armentero,M
116027,Ronald Susilo,M
54268,Anne Grethe Jensen-Trnblad,F
64820,Cameron Roland Kurle,M
9588,Ali Belkacem,M
49735,Miloslav Hoava,M
93059,Marcel Lon Jacques Perrot,M
76654,Rocael Mazariegos Bitron,M
119258,"James Alexander ""Jimmy"" Thompson",M
128229,"David Nicholas ""Dave"" Watson",M
133422,Dragan Zdravkovi,M
63166,Csaba Kves,M
115369,"Douglas Annesley David ""Doug"" Stupart",M
25984,Maurice Henri mile de Conninck,M
71250,Konstantinos Loudis,M
35710,Gary Fletcher,M
35411,Georg Fischer,M
27358,"William ""Bill"" Demarest",M
41350,Amanda Gonzlez Gutirrez,F
88257,"Jaume ""Jim"" Oliver Frontera",M
130852,Ayelech Worku,F
63621,Kristian August Krefting,M
21863,Torbjrn Clausen,M
42594,Mateus Filipe Gregrio Machado,M
130252,Alberto Winkler,M
33321,"Ernest Jenkin ""Ernie"" Eustice",M
66846,Dominique Lauvard (-Smondack),F
112343,William Robert Solomons,M
116443,Brooke Sweat (Youngquist-),F
65201,Vladimr Khos,M
108535,Abdullah Shahar-ud-Din,M
96400,DeAnna Marie Price,F
40529,Marte Hie Gjefsen,F
72396,Taylor Mabika,M
81637,Masahiko Mori,M
96984,Mikhail Sergeyevich Pulyayev,M
113511,Robert Stadelmann,M
34005,Carmen Farmer,F
35764,Gran Ingmar Flodstrm,M
125455,Sotirios Versis,M
1881,Hamad Al-Easa,M
19470,douard Chabert,M
97416,Cristin Daniel Quintero Valero,M
59606,Kim Dae-Yeong,M
4359,Yevgeny Anikin,M
4486,Dborah Jessica Anthonioz,F
105187,Resul Sare,M
102703,Vita Rudenok,F
94415,Nikolaos Pindos,M
72512,Vtzslav Mcha,M
97098,Jan Pusty,M
34542,"Peter Thomas ""Pete"" Fenson",M
84369,Franklin Andrs Nazareno Macas,M
55451,E. J. Jones,M
103702,Stphane Sageder,M
128669,Fritz Weinzinger,M
58234,Allan George Keith,M
63425,"Coenrad Michiel ""Coen"" Kranenberg",M
129488,Keith Wiegard,M
27602,Marion Deplanque,F
88888,Ignacio Ordez Barcena,M
84661,Jos Gregorio Neira Carvajal,M
99759,"Bradley Bert ""Brad"" Rheingans",M
30167,Jessica Dub,F
40169,David James Giles,M
42098,Marco Soffiatti Grael,M
83037,Nataliya Andreyevna Murinovich,F
115831,Sun Jun,M
8239,Kroly Bartha,M
132153,Vasyl Yeremeiovych Yershov,M
35752,Filip Flisar,M
105697,Aleksandr Savitsky,M
29045,Anna Maree Doig (-Daly),F
30312,"Abraham Everardus ""Biem"" Dudok van Heel",M
70481,Diego Lo Brutto,M
9989,Giordano Benedetti,M
25411,Pedro Jacobo Dates,M
123320,Remigijus Valiulis,M
84638,Emil Neidenbach,M
110837,Situ Guong,M
34562,Khristos Ferarolakis,M
54804,Jo Song-Nam,M
91437,Ilario Passerini,M
129618,Israel Wijnschenk,M
10848,Rubens Bertogliati,M
122415,Vanja (Franjo-) Udovii,M
36019,"Lik Sun ""Alex"" Fong",M
113848,Alexandre Stassievitch,M
15947,Ivano Bucci,M
88042,Yume Okuroda,F
36343,Stephanie Charlene Foster (-Cooper),F
12639,Coenraad Lodewijk Walther Boer,M
37980,Lyubov Vladimirovna Galkina,F
80113,Sadahiro Miwa,M
57396,Norveig Karlsen (-Christiansen),F
25775,Joo Lus Laranjeiro de Abreu,M
65896,Dieudonn Michel Lamothe,M
12432,Nicole Bobek (-Leal),F
31643,"Johannes Petrus ""Bert"" Eillebrecht",M
14258,"Bernardina Maria ""Berny"" Boxem-Lenferink",F
34413,Andreas Felder,M
35362,Ezio Fiori,M
97561,Milan Radakovi,M
10759,J. Simon Netcott Berrisford,M
34560,Fabienne Fraez,F
91090,Park Seong-Rip,M
133933,Khristo Atanasov Zhelev,M
90036,Francisco Pagazaurtunda Gonzlez-Murrieta,M
101756,Juan Carlos Romero Arribas,M
98803,John Read,M
125621,Michael Vicens,M
102587,Tom Eddy Rymark,M
111996,Franciszek Sobczak,M
128608,"Guillaume Hendrik ""Chick"" Weijzen",M
33091,Jess Espaa Cobo,M
78731,Daniela Meuli,F
125385,Eric Vermeulen,M
19994,Elisabeth Chvez Hernndez,F
56470,Yasuhiro Kai,M
82572,David Patterson Mulica,M
102596,"Mara Teodora Adoracion ""Dori"" Ruano Sanchn",F
41465,Mara Gnzalez,F
70501,Igor Vladimirovich Lobanov,M
122231,Ryszard Twardowski,M
99357,Doreen Remour Nziwa,F
95982,Valeriya Leonidovna Potyomkina-Reznik,F
109065,Shi Chengsheng,M
2186,Salem Mubarak M. Al-Yami,M
111665,"James Samuel Lawrence ""Jamie"" Smith",M
43235,Veronica Grymonprez,F
38843,Franciszek Gsior,M
95383,Roman Polom,M
114686,"Phillip Matthew ""Phil"" Stockman",M
52647,Petar Ivanov,M
5073,Tatiana Ariza Daz,F
68671,Emilio Leti,M
92731,Carlos Alberto Pereyra,M
74006,Dario Mangiarotti,M
18295,Ruben Brynolf Carlsson,M
34919,Gregoria Ferrer Sancho,F
123158,Radovan Valach,M
127055,Ji Vyichlo,M
129558,Markus Wiesner,M
9678,"Jonathan Matthew ""Jonny"" Bellis",M
43893,Jodha Gurung,M
94946,Renata Pli,F
57185,"Daniel ""Dan"" Karabin",M
7552,Andriana Veselinova Banova,F
105255,Vladimir Iosifovich Sarnavsky,M
6236,Marian Aylmore (Bell-),F
25624,Jack Wells Davis,M
4948,Miguel Arellano Moreno,M
75396,Modesto Martnez Ramos,M
73897,"Isabelle Mancini (-Remy, -Bedel)",F
100891,Jodi-Ann Robinson,F
